,pl_name,hostname,pl_rade,st_mass,sy_pnum
2275,K2-285 simulated 428,K2-285 simulated 428,2.59,0.83,7
2276,K2-285 simulated 428,K2-285 simulated 428,3.53,0.83,7
2277,K2-285 simulated 428,K2-285 simulated 428,2.48,0.83,7
2278,K2-285 simulated 428,K2-285 simulated 428,1.95,0.83,7
2279,K2-285 simulated 0,K2-285 simulated 428,3.5864031335112156,0.83,7
2280,K2-285 simulated 1,K2-285 simulated 428,2.8746443932288,0.83,7
2281,K2-285 simulated 2,K2-285 simulated 428,2.8477417449628284,0.83,7
2282,Kepler-351 simulated 429,Kepler-351 simulated 429,3.06,0.81,7
2283,Kepler-351 simulated 429,Kepler-351 simulated 429,3.19,0.81,7
2284,Kepler-351 simulated 429,Kepler-351 simulated 429,2.72,0.81,7
2285,Kepler-351 simulated 0,Kepler-351 simulated 429,3.343438344794653,0.81,7
2286,Kepler-351 simulated 1,Kepler-351 simulated 429,4.0,0.81,7
2287,Kepler-351 simulated 2,Kepler-351 simulated 429,4.0,0.81,7
2288,Kepler-351 simulated 3,Kepler-351 simulated 429,4.0,0.81,7
2289,Kepler-342 simulated 430,Kepler-342 simulated 430,2.25,1.26,7
2290,Kepler-342 simulated 430,Kepler-342 simulated 430,1.96,1.26,7
2291,Kepler-342 simulated 430,Kepler-342 simulated 430,2.49,1.26,7
2292,Kepler-342 simulated 430,Kepler-342 simulated 430,0.88,1.26,7
2293,Kepler-342 simulated 0,Kepler-342 simulated 430,1.0367300666476604,1.26,7
2294,Kepler-342 simulated 1,Kepler-342 simulated 430,0.5,1.26,7
2295,Kepler-342 simulated 2,Kepler-342 simulated 430,0.5,1.26,7
2296,HD 93385 simulated 431,HD 93385 simulated 431,1.88,1.04,7
2297,HD 93385 simulated 431,HD 93385 simulated 431,2.56,1.04,7
2298,HD 93385 simulated 431,HD 93385 simulated 431,2.89,1.04,7
2299,HD 93385 simulated 0,HD 93385 simulated 431,4.0,1.04,7
2300,HD 93385 simulated 1,HD 93385 simulated 431,4.0,1.04,7
2301,HD 93385 simulated 2,HD 93385 simulated 431,4.0,1.04,7
2302,HD 93385 simulated 3,HD 93385 simulated 431,4.0,1.04,7
2303,Kepler-276 simulated 432,Kepler-276 simulated 432,2.87,1.1,7
2304,Kepler-276 simulated 432,Kepler-276 simulated 432,2.9,1.1,7
2305,Kepler-276 simulated 432,Kepler-276 simulated 432,2.8,1.1,7
2306,Kepler-276 simulated 0,Kepler-276 simulated 432,3.07502823217407,1.1,7
2307,Kepler-276 simulated 1,Kepler-276 simulated 432,1.4321821267015817,1.1,7
2308,Kepler-276 simulated 2,Kepler-276 simulated 432,1.0881406673231373,1.1,7
2309,Kepler-276 simulated 3,Kepler-276 simulated 432,1.0750784814649492,1.1,7
2310,K2-3 simulated 433,K2-3 simulated 433,2.078,0.55,7
2311,K2-3 simulated 433,K2-3 simulated 433,1.582,0.55,7
2312,K2-3 simulated 433,K2-3 simulated 433,1.458,0.55,7
2313,K2-3 simulated 0,K2-3 simulated 433,2.248330486477392,0.55,7
2314,K2-3 simulated 1,K2-3 simulated 433,2.6666830855637436,0.55,7
2315,K2-3 simulated 2,K2-3 simulated 433,4.0,0.55,7
2316,K2-3 simulated 3,K2-3 simulated 433,3.92093235303952,0.55,7
2317,Teegarden's Star simulated 434,Teegarden's Star simulated 434,1.05,0.1,7
2318,Teegarden's Star simulated 434,Teegarden's Star simulated 434,1.02,0.1,7
2319,Teegarden's Star simulated 434,Teegarden's Star simulated 434,0.954,0.1,7
2320,Teegarden's Star simulated 0,Teegarden's Star simulated 434,0.9554360788892786,0.1,7
2321,Teegarden's Star simulated 1,Teegarden's Star simulated 434,0.5,0.1,7
2322,Teegarden's Star simulated 2,Teegarden's Star simulated 434,0.5,0.1,7
2323,Teegarden's Star simulated 3,Teegarden's Star simulated 434,0.5,0.1,7
2324,K2-384 simulated 435,K2-384 simulated 435,1.076,0.33,7
2325,K2-384 simulated 435,K2-384 simulated 435,1.191,0.33,7
2326,K2-384 simulated 435,K2-384 simulated 435,1.392,0.33,7
2327,K2-384 simulated 435,K2-384 simulated 435,1.345,0.33,7
2328,K2-384 simulated 435,K2-384 simulated 435,2.222,0.33,7
2329,K2-384 simulated 0,K2-384 simulated 435,2.168209918238809,0.33,7
2330,K2-384 simulated 1,K2-384 simulated 435,1.6609059596194071,0.33,7
2331,Kepler-49 simulated 436,Kepler-49 simulated 436,2.579,0.5800000000000001,7
2332,Kepler-49 simulated 436,Kepler-49 simulated 436,2.444,0.5800000000000001,7
2333,Kepler-49 simulated 436,Kepler-49 simulated 436,1.6,0.5800000000000001,7
2334,Kepler-49 simulated 436,Kepler-49 simulated 436,1.56,0.5800000000000001,7
2335,Kepler-49 simulated 0,Kepler-49 simulated 436,1.9013070291647787,0.5800000000000001,7
2336,Kepler-49 simulated 1,Kepler-49 simulated 436,2.4144620838171336,0.5800000000000001,7
2337,Kepler-49 simulated 2,Kepler-49 simulated 436,2.0674366238425588,0.5800000000000001,7
2338,KOI-351 simulated 437,KOI-351 simulated 437,1.31,1.2,7
2339,KOI-351 simulated 437,KOI-351 simulated 437,1.19,1.2,7
2340,KOI-351 simulated 437,KOI-351 simulated 437,2.87,1.2,7
2341,KOI-351 simulated 437,KOI-351 simulated 437,2.66,1.2,7
2342,KOI-351 simulated 437,KOI-351 simulated 437,2.88,1.2,7
2343,KOI-351 simulated 437,KOI-351 simulated 437,1.32,1.2,7
2344,KOI-351 simulated 0,KOI-351 simulated 437,2.1478725812501778,1.2,7
2345,Kepler-446 simulated 438,Kepler-446 simulated 438,1.5,0.22,7
2346,Kepler-446 simulated 438,Kepler-446 simulated 438,1.11,0.22,7
2347,Kepler-446 simulated 438,Kepler-446 simulated 438,1.35,0.22,7
2348,Kepler-446 simulated 0,Kepler-446 simulated 438,1.1322358301486153,0.22,7
2349,Kepler-446 simulated 1,Kepler-446 simulated 438,1.3764599163277689,0.22,7
2350,Kepler-446 simulated 2,Kepler-446 simulated 438,1.5121420408944986,0.22,7
2351,Kepler-446 simulated 3,Kepler-446 simulated 438,1.1046769760519224,0.22,7
2352,Kepler-251 simulated 439,Kepler-251 simulated 439,1.33,0.95,7
2353,Kepler-251 simulated 439,Kepler-251 simulated 439,2.77,0.95,7
2354,Kepler-251 simulated 439,Kepler-251 simulated 439,2.77,0.95,7
2355,Kepler-251 simulated 439,Kepler-251 simulated 439,2.77,0.95,7
2356,Kepler-251 simulated 0,Kepler-251 simulated 439,4.0,0.95,7
2357,Kepler-251 simulated 1,Kepler-251 simulated 439,1.3264788225423234,0.95,7
2358,Kepler-251 simulated 2,Kepler-251 simulated 439,4.0,0.95,7
2359,Kepler-215 simulated 440,Kepler-215 simulated 440,1.62,0.94,7
2360,Kepler-215 simulated 440,Kepler-215 simulated 440,1.77,0.94,7
2361,Kepler-215 simulated 440,Kepler-215 simulated 440,2.39,0.94,7
2362,Kepler-215 simulated 440,Kepler-215 simulated 440,1.75,0.94,7
2363,Kepler-215 simulated 0,Kepler-215 simulated 440,1.6283698126132005,0.94,7
2364,Kepler-215 simulated 1,Kepler-215 simulated 440,2.039120217883908,0.94,7
2365,Kepler-215 simulated 2,Kepler-215 simulated 440,1.936013105697767,0.94,7
2366,Kepler-444 simulated 441,Kepler-444 simulated 441,0.53,0.76,7
2367,Kepler-444 simulated 441,Kepler-444 simulated 441,0.546,0.76,7
2368,Kepler-444 simulated 441,Kepler-444 simulated 441,0.741,0.76,7
2369,Kepler-444 simulated 0,Kepler-444 simulated 441,0.5,0.76,7
2370,Kepler-444 simulated 1,Kepler-444 simulated 441,0.6184561137014637,0.76,7
2371,Kepler-444 simulated 2,Kepler-444 simulated 441,0.8745632485403132,0.76,7
2372,Kepler-444 simulated 3,Kepler-444 simulated 441,1.0520466752965565,0.76,7
2373,Kepler-332 simulated 442,Kepler-332 simulated 442,1.17,0.8,7
2374,Kepler-332 simulated 442,Kepler-332 simulated 442,1.09,0.8,7
2375,Kepler-332 simulated 442,Kepler-332 simulated 442,1.18,0.8,7
2376,Kepler-332 simulated 0,Kepler-332 simulated 442,2.391236183904095,0.8,7
2377,Kepler-332 simulated 1,Kepler-332 simulated 442,1.9179867292443602,0.8,7
2378,Kepler-332 simulated 2,Kepler-332 simulated 442,1.3570505476759815,0.8,7
2379,Kepler-332 simulated 3,Kepler-332 simulated 442,1.421934070122773,0.8,7
2380,Kepler-253 simulated 443,Kepler-253 simulated 443,1.63,0.85,7
2381,Kepler-253 simulated 443,Kepler-253 simulated 443,2.65,0.85,7
2382,Kepler-253 simulated 443,Kepler-253 simulated 443,3.17,0.85,7
2383,Kepler-253 simulated 0,Kepler-253 simulated 443,4.0,0.85,7
2384,Kepler-253 simulated 1,Kepler-253 simulated 443,2.811779058512495,0.85,7
2385,Kepler-253 simulated 2,Kepler-253 simulated 443,1.6845015465332,0.85,7
2386,Kepler-253 simulated 3,Kepler-253 simulated 443,2.6282285792483693,0.85,7
2387,Kepler-249 simulated 444,Kepler-249 simulated 444,1.09,0.51,7
2388,Kepler-249 simulated 444,Kepler-249 simulated 444,1.51,0.51,7
2389,Kepler-249 simulated 444,Kepler-249 simulated 444,1.57,0.51,7
2390,Kepler-249 simulated 0,Kepler-249 simulated 444,3.433475704360418,0.51,7
2391,Kepler-249 simulated 1,Kepler-249 simulated 444,4.0,0.51,7
2392,Kepler-249 simulated 2,Kepler-249 simulated 444,2.665459605802702,0.51,7
2393,Kepler-249 simulated 3,Kepler-249 simulated 444,2.3420239648330923,0.51,7
2394,Kepler-338 simulated 445,Kepler-338 simulated 445,2.44,1.1,7
2395,Kepler-338 simulated 445,Kepler-338 simulated 445,2.34,1.1,7
2396,Kepler-338 simulated 445,Kepler-338 simulated 445,3.0,1.1,7
2397,Kepler-338 simulated 445,Kepler-338 simulated 445,1.56,1.1,7
2398,Kepler-338 simulated 0,Kepler-338 simulated 445,2.1660889758223765,1.1,7
2399,Kepler-338 simulated 1,Kepler-338 simulated 445,2.4917649839210156,1.1,7
2400,Kepler-338 simulated 2,Kepler-338 simulated 445,2.0065555663085117,1.1,7
2401,Kepler-85 simulated 446,Kepler-85 simulated 446,1.778,0.925,7
2402,Kepler-85 simulated 446,Kepler-85 simulated 446,1.978,0.925,7
2403,Kepler-85 simulated 446,Kepler-85 simulated 446,1.2,0.925,7
2404,Kepler-85 simulated 446,Kepler-85 simulated 446,1.27,0.925,7
2405,Kepler-85 simulated 0,Kepler-85 simulated 446,2.6501020385427316,0.925,7
2406,Kepler-85 simulated 1,Kepler-85 simulated 446,2.9641264537536576,0.925,7
2407,Kepler-85 simulated 2,Kepler-85 simulated 446,2.4812257401198017,0.925,7
2408,Kepler-763 simulated 447,Kepler-763 simulated 447,1.22,0.8,7
2409,Kepler-763 simulated 447,Kepler-763 simulated 447,1.42,0.8,7
2410,Kepler-763 simulated 447,Kepler-763 simulated 447,1.67,0.8,7
2411,Kepler-763 simulated 0,Kepler-763 simulated 447,2.1346270724126364,0.8,7
2412,Kepler-763 simulated 1,Kepler-763 simulated 447,2.3146450448258626,0.8,7
2413,Kepler-763 simulated 2,Kepler-763 simulated 447,2.311973196442158,0.8,7
2414,Kepler-763 simulated 3,Kepler-763 simulated 447,2.787431415326244,0.8,7
2415,Kepler-157 simulated 448,Kepler-157 simulated 448,1.32,1.02,7
2416,Kepler-157 simulated 448,Kepler-157 simulated 448,2.24,1.02,7
2417,Kepler-157 simulated 448,Kepler-157 simulated 448,1.46,1.02,7
2418,Kepler-157 simulated 0,Kepler-157 simulated 448,2.5824260099656895,1.02,7
2419,Kepler-157 simulated 1,Kepler-157 simulated 448,2.7468529194393896,1.02,7
2420,Kepler-157 simulated 2,Kepler-157 simulated 448,1.2571200829745326,1.02,7
2421,Kepler-157 simulated 3,Kepler-157 simulated 448,0.8825407406133882,1.02,7
2422,Kepler-968 simulated 449,Kepler-968 simulated 449,2.58,0.76,7
2423,Kepler-968 simulated 449,Kepler-968 simulated 449,2.0,0.76,7
2424,Kepler-968 simulated 449,Kepler-968 simulated 449,1.69,0.76,7
2425,Kepler-968 simulated 0,Kepler-968 simulated 449,1.4266792487996163,0.76,7
2426,Kepler-968 simulated 1,Kepler-968 simulated 449,1.2374865451170134,0.76,7
2427,Kepler-968 simulated 2,Kepler-968 simulated 449,1.6205390787183536,0.76,7
2428,Kepler-968 simulated 3,Kepler-968 simulated 449,2.217269358629151,0.76,7
2429,Kepler-288 simulated 450,Kepler-288 simulated 450,1.67,1.03,7
2430,Kepler-288 simulated 450,Kepler-288 simulated 450,2.85,1.03,7
2431,Kepler-288 simulated 450,Kepler-288 simulated 450,2.67,1.03,7
2432,Kepler-288 simulated 0,Kepler-288 simulated 450,4.0,1.03,7
2433,Kepler-288 simulated 1,Kepler-288 simulated 450,4.0,1.03,7
2434,Kepler-288 simulated 2,Kepler-288 simulated 450,4.0,1.03,7
2435,Kepler-288 simulated 3,Kepler-288 simulated 450,4.0,1.03,7
2436,Kepler-306 simulated 451,Kepler-306 simulated 451,1.52,0.81,7
2437,Kepler-306 simulated 451,Kepler-306 simulated 451,2.35,0.81,7
2438,Kepler-306 simulated 451,Kepler-306 simulated 451,2.47,0.81,7
2439,Kepler-306 simulated 451,Kepler-306 simulated 451,2.27,0.81,7
2440,Kepler-306 simulated 0,Kepler-306 simulated 451,4.0,0.81,7
2441,Kepler-306 simulated 1,Kepler-306 simulated 451,4.0,0.81,7
2442,Kepler-306 simulated 2,Kepler-306 simulated 451,4.0,0.81,7
2443,Kepler-11 simulated 452,Kepler-11 simulated 452,1.8,0.96,7
2444,Kepler-11 simulated 452,Kepler-11 simulated 452,2.87,0.96,7
2445,Kepler-11 simulated 452,Kepler-11 simulated 452,3.12,0.96,7
2446,Kepler-11 simulated 452,Kepler-11 simulated 452,2.49,0.96,7
2447,Kepler-11 simulated 452,Kepler-11 simulated 452,3.33,0.96,7
2448,Kepler-11 simulated 0,Kepler-11 simulated 452,3.3641566626150783,0.96,7
2449,Kepler-11 simulated 1,Kepler-11 simulated 452,2.4889487006420223,0.96,7
2450,Kepler-215 simulated 453,Kepler-215 simulated 453,1.62,0.94,7
2451,Kepler-215 simulated 453,Kepler-215 simulated 453,1.77,0.94,7
2452,Kepler-215 simulated 453,Kepler-215 simulated 453,2.39,0.94,7
2453,Kepler-215 simulated 453,Kepler-215 simulated 453,1.75,0.94,7
2454,Kepler-215 simulated 0,Kepler-215 simulated 453,1.3256204752040899,0.94,7
2455,Kepler-215 simulated 1,Kepler-215 simulated 453,1.8843315057735786,0.94,7
2456,Kepler-215 simulated 2,Kepler-215 simulated 453,1.2981358378375092,0.94,7
2457,Kepler-758 simulated 454,Kepler-758 simulated 454,2.48,1.16,7
2458,Kepler-758 simulated 454,Kepler-758 simulated 454,1.69,1.16,7
2459,Kepler-758 simulated 454,Kepler-758 simulated 454,2.12,1.16,7
2460,Kepler-758 simulated 454,Kepler-758 simulated 454,1.53,1.16,7
2461,Kepler-758 simulated 0,Kepler-758 simulated 454,1.4426349563518546,1.16,7
2462,Kepler-758 simulated 1,Kepler-758 simulated 454,1.6308972671824447,1.16,7
2463,Kepler-758 simulated 2,Kepler-758 simulated 454,2.6083546144048153,1.16,7
2464,Kepler-220 simulated 455,Kepler-220 simulated 455,0.81,0.73,7
2465,Kepler-220 simulated 455,Kepler-220 simulated 455,1.57,0.73,7
2466,Kepler-220 simulated 455,Kepler-220 simulated 455,0.98,0.73,7
2467,Kepler-220 simulated 455,Kepler-220 simulated 455,1.33,0.73,7
2468,Kepler-220 simulated 0,Kepler-220 simulated 455,1.2492679000977345,0.73,7
2469,Kepler-220 simulated 1,Kepler-220 simulated 455,1.8029427393936606,0.73,7
2470,Kepler-220 simulated 2,Kepler-220 simulated 455,2.4067983871105794,0.73,7
2471,Kepler-154 simulated 456,Kepler-154 simulated 456,2.26,0.98,7
2472,Kepler-154 simulated 456,Kepler-154 simulated 456,2.95,0.98,7
2473,Kepler-154 simulated 456,Kepler-154 simulated 456,3.84,0.98,7
2474,Kepler-154 simulated 456,Kepler-154 simulated 456,1.5,0.98,7
2475,Kepler-154 simulated 456,Kepler-154 simulated 456,1.5,0.98,7
2476,Kepler-154 simulated 0,Kepler-154 simulated 456,0.9684800023541937,0.98,7
2477,Kepler-154 simulated 1,Kepler-154 simulated 456,1.4660761436377527,0.98,7
2478,Kepler-142 simulated 457,Kepler-142 simulated 457,1.99,0.99,7
2479,Kepler-142 simulated 457,Kepler-142 simulated 457,2.86,0.99,7
2480,Kepler-142 simulated 457,Kepler-142 simulated 457,2.16,0.99,7
2481,Kepler-142 simulated 0,Kepler-142 simulated 457,3.2849064685190563,0.99,7
2482,Kepler-142 simulated 1,Kepler-142 simulated 457,4.0,0.99,7
2483,Kepler-142 simulated 2,Kepler-142 simulated 457,3.0000842086536164,0.99,7
2484,Kepler-142 simulated 3,Kepler-142 simulated 457,2.520007856611651,0.99,7
2485,Kepler-150 simulated 458,Kepler-150 simulated 458,1.25,0.94,7
2486,Kepler-150 simulated 458,Kepler-150 simulated 458,3.69,0.94,7
2487,Kepler-150 simulated 458,Kepler-150 simulated 458,2.79,0.94,7
2488,Kepler-150 simulated 458,Kepler-150 simulated 458,3.12,0.94,7
2489,Kepler-150 simulated 458,Kepler-150 simulated 458,3.64,0.94,7
2490,Kepler-150 simulated 0,Kepler-150 simulated 458,4.0,0.94,7
2491,Kepler-150 simulated 1,Kepler-150 simulated 458,4.0,0.94,7
2492,Kepler-288 simulated 459,Kepler-288 simulated 459,1.67,1.03,7
2493,Kepler-288 simulated 459,Kepler-288 simulated 459,2.85,1.03,7
2494,Kepler-288 simulated 459,Kepler-288 simulated 459,2.67,1.03,7
2495,Kepler-288 simulated 0,Kepler-288 simulated 459,2.685853508215241,1.03,7
2496,Kepler-288 simulated 1,Kepler-288 simulated 459,4.0,1.03,7
2497,Kepler-288 simulated 2,Kepler-288 simulated 459,4.0,1.03,7
2498,Kepler-288 simulated 3,Kepler-288 simulated 459,4.0,1.03,7
2499,K2-268 simulated 460,K2-268 simulated 460,1.5,0.84,7
2500,K2-268 simulated 460,K2-268 simulated 460,2.69,0.84,7
2501,K2-268 simulated 460,K2-268 simulated 460,1.49,0.84,7
2502,K2-268 simulated 460,K2-268 simulated 460,1.33,0.84,7
2503,K2-268 simulated 460,K2-268 simulated 460,2.23,0.84,7
2504,K2-268 simulated 0,K2-268 simulated 460,2.166779512309628,0.84,7
2505,K2-268 simulated 1,K2-268 simulated 460,4.0,0.84,7
2506,Kepler-194 simulated 461,Kepler-194 simulated 461,1.51,1.09,7
2507,Kepler-194 simulated 461,Kepler-194 simulated 461,2.59,1.09,7
2508,Kepler-194 simulated 461,Kepler-194 simulated 461,2.4,1.09,7
2509,Kepler-194 simulated 0,Kepler-194 simulated 461,4.0,1.09,7
2510,Kepler-194 simulated 1,Kepler-194 simulated 461,3.89088588959756,1.09,7
2511,Kepler-194 simulated 2,Kepler-194 simulated 461,4.0,1.09,7
2512,Kepler-194 simulated 3,Kepler-194 simulated 461,4.0,1.09,7
2513,Kepler-254 simulated 462,Kepler-254 simulated 462,3.87,0.93,7
2514,Kepler-254 simulated 462,Kepler-254 simulated 462,2.15,0.93,7
2515,Kepler-254 simulated 462,Kepler-254 simulated 462,2.5,0.93,7
2516,Kepler-254 simulated 0,Kepler-254 simulated 462,3.599729801833789,0.93,7
2517,Kepler-254 simulated 1,Kepler-254 simulated 462,2.9526004264935684,0.93,7
2518,Kepler-254 simulated 2,Kepler-254 simulated 462,3.1605299651866594,0.93,7
2519,Kepler-254 simulated 3,Kepler-254 simulated 462,4.0,0.93,7
2520,K2-285 simulated 463,K2-285 simulated 463,2.59,0.83,7
2521,K2-285 simulated 463,K2-285 simulated 463,3.53,0.83,7
2522,K2-285 simulated 463,K2-285 simulated 463,2.48,0.83,7
2523,K2-285 simulated 463,K2-285 simulated 463,1.95,0.83,7
2524,K2-285 simulated 0,K2-285 simulated 463,2.3076771833014296,0.83,7
2525,K2-285 simulated 1,K2-285 simulated 463,3.9222484135900806,0.83,7
2526,K2-285 simulated 2,K2-285 simulated 463,4.0,0.83,7
2527,Kepler-399 simulated 464,Kepler-399 simulated 464,0.96,0.9,7
2528,Kepler-399 simulated 464,Kepler-399 simulated 464,1.43,0.9,7
2529,Kepler-399 simulated 464,Kepler-399 simulated 464,1.89,0.9,7
2530,Kepler-399 simulated 0,Kepler-399 simulated 464,2.0651262361333442,0.9,7
2531,Kepler-399 simulated 1,Kepler-399 simulated 464,1.3107998228808162,0.9,7
2532,Kepler-399 simulated 2,Kepler-399 simulated 464,2.196507176780111,0.9,7
2533,Kepler-399 simulated 3,Kepler-399 simulated 464,3.934256488179076,0.9,7
2534,HD 215152 simulated 465,HD 215152 simulated 465,1.19,0.77,7
2535,HD 215152 simulated 465,HD 215152 simulated 465,1.17,0.77,7
2536,HD 215152 simulated 465,HD 215152 simulated 465,1.48,0.77,7
2537,HD 215152 simulated 465,HD 215152 simulated 465,1.51,0.77,7
2538,HD 215152 simulated 0,HD 215152 simulated 465,0.9450317705005937,0.77,7
2539,HD 215152 simulated 1,HD 215152 simulated 465,0.6529814774737391,0.77,7
2540,HD 215152 simulated 2,HD 215152 simulated 465,0.7629423896884248,0.77,7
2541,TOI-700 simulated 466,TOI-700 simulated 466,0.914,0.42,7
2542,TOI-700 simulated 466,TOI-700 simulated 466,2.6,0.42,7
2543,TOI-700 simulated 466,TOI-700 simulated 466,1.073,0.42,7
2544,TOI-700 simulated 466,TOI-700 simulated 466,0.953,0.42,7
2545,TOI-700 simulated 0,TOI-700 simulated 466,1.3863310686643402,0.42,7
2546,TOI-700 simulated 1,TOI-700 simulated 466,1.7917461025935688,0.42,7
2547,TOI-700 simulated 2,TOI-700 simulated 466,2.7995277397155816,0.42,7
2548,Kepler-106 simulated 467,Kepler-106 simulated 467,0.82,1.0,7
2549,Kepler-106 simulated 467,Kepler-106 simulated 467,2.5,1.0,7
2550,Kepler-106 simulated 467,Kepler-106 simulated 467,0.95,1.0,7
2551,Kepler-106 simulated 467,Kepler-106 simulated 467,2.56,1.0,7
2552,Kepler-106 simulated 0,Kepler-106 simulated 467,2.4598548403368437,1.0,7
2553,Kepler-106 simulated 1,Kepler-106 simulated 467,4.0,1.0,7
2554,Kepler-106 simulated 2,Kepler-106 simulated 467,4.0,1.0,7
2555,Kepler-265 simulated 468,Kepler-265 simulated 468,1.86,0.98,7
2556,Kepler-265 simulated 468,Kepler-265 simulated 468,2.63,0.98,7
2557,Kepler-265 simulated 468,Kepler-265 simulated 468,2.49,0.98,7
2558,Kepler-265 simulated 468,Kepler-265 simulated 468,2.59,0.98,7
2559,Kepler-265 simulated 0,Kepler-265 simulated 468,4.0,0.98,7
2560,Kepler-265 simulated 1,Kepler-265 simulated 468,4.0,0.98,7
2561,Kepler-265 simulated 2,Kepler-265 simulated 468,4.0,0.98,7
2562,Kepler-305 simulated 469,Kepler-305 simulated 469,3.6,0.79,7
2563,Kepler-305 simulated 469,Kepler-305 simulated 469,3.3,0.79,7
2564,Kepler-305 simulated 469,Kepler-305 simulated 469,2.76,0.79,7
2565,Kepler-305 simulated 469,Kepler-305 simulated 469,1.794,0.79,7
2566,Kepler-305 simulated 0,Kepler-305 simulated 469,1.4049523280278744,0.79,7
2567,Kepler-305 simulated 1,Kepler-305 simulated 469,1.2618107399994514,0.79,7
2568,Kepler-305 simulated 2,Kepler-305 simulated 469,1.8400811854552839,0.79,7
2569,TOI-712 simulated 470,TOI-712 simulated 470,2.049,0.73,7
2570,TOI-712 simulated 470,TOI-712 simulated 470,2.701,0.73,7
2571,TOI-712 simulated 470,TOI-712 simulated 470,2.474,0.73,7
2572,TOI-712 simulated 0,TOI-712 simulated 470,2.6626510018258074,0.73,7
2573,TOI-712 simulated 1,TOI-712 simulated 470,2.0761026565590357,0.73,7
2574,TOI-712 simulated 2,TOI-712 simulated 470,1.0774337225441861,0.73,7
2575,TOI-712 simulated 3,TOI-712 simulated 470,1.1582603499850423,0.73,7
2576,GJ 357 simulated 471,GJ 357 simulated 471,1.2,0.34,7
2577,GJ 357 simulated 471,GJ 357 simulated 471,1.66,0.34,7
2578,GJ 357 simulated 471,GJ 357 simulated 471,2.34,0.34,7
2579,GJ 357 simulated 0,GJ 357 simulated 471,1.9703005728831646,0.34,7
2580,GJ 357 simulated 1,GJ 357 simulated 471,1.2473804080316369,0.34,7
2581,GJ 357 simulated 2,GJ 357 simulated 471,1.3090374921209338,0.34,7
2582,GJ 357 simulated 3,GJ 357 simulated 471,1.1112572823549831,0.34,7
2583,GJ 367 simulated 472,GJ 367 simulated 472,0.699,0.46,7
2584,GJ 367 simulated 472,GJ 367 simulated 472,1.86,0.46,7
2585,GJ 367 simulated 472,GJ 367 simulated 472,2.33,0.46,7
2586,GJ 367 simulated 0,GJ 367 simulated 472,1.6869197084821317,0.46,7
2587,GJ 367 simulated 1,GJ 367 simulated 472,2.6476285870302125,0.46,7
2588,GJ 367 simulated 2,GJ 367 simulated 472,1.9767463093071138,0.46,7
2589,GJ 367 simulated 3,GJ 367 simulated 472,1.730339194640681,0.46,7
2590,Kepler-288 simulated 473,Kepler-288 simulated 473,1.67,1.03,7
2591,Kepler-288 simulated 473,Kepler-288 simulated 473,2.85,1.03,7
2592,Kepler-288 simulated 473,Kepler-288 simulated 473,2.67,1.03,7
2593,Kepler-288 simulated 0,Kepler-288 simulated 473,4.0,1.03,7
2594,Kepler-288 simulated 1,Kepler-288 simulated 473,2.491077581977534,1.03,7
2595,Kepler-288 simulated 2,Kepler-288 simulated 473,2.785326177011564,1.03,7
2596,Kepler-288 simulated 3,Kepler-288 simulated 473,4.0,1.03,7
2597,TOI-1136 simulated 474,TOI-1136 simulated 474,1.9,1.02,7
2598,TOI-1136 simulated 474,TOI-1136 simulated 474,2.879,1.02,7
2599,TOI-1136 simulated 474,TOI-1136 simulated 474,2.639,1.02,7
2600,TOI-1136 simulated 474,TOI-1136 simulated 474,3.736,1.02,7
2601,TOI-1136 simulated 474,TOI-1136 simulated 474,2.53,1.02,7
2602,TOI-1136 simulated 0,TOI-1136 simulated 474,1.814789247188292,1.02,7
2603,TOI-1136 simulated 1,TOI-1136 simulated 474,1.5641533885297212,1.02,7
2604,Kepler-171 simulated 475,Kepler-171 simulated 475,2.34,0.91,7
2605,Kepler-171 simulated 475,Kepler-171 simulated 475,2.56,0.91,7
2606,Kepler-171 simulated 475,Kepler-171 simulated 475,1.89,0.91,7
2607,Kepler-171 simulated 0,Kepler-171 simulated 475,1.091727278474453,0.91,7
2608,Kepler-171 simulated 1,Kepler-171 simulated 475,0.9659987993030402,0.91,7
2609,Kepler-171 simulated 2,Kepler-171 simulated 475,0.9488627839257943,0.91,7
2610,Kepler-171 simulated 3,Kepler-171 simulated 475,1.5286142320958567,0.91,7
2611,Kepler-399 simulated 476,Kepler-399 simulated 476,0.96,0.9,7
2612,Kepler-399 simulated 476,Kepler-399 simulated 476,1.43,0.9,7
2613,Kepler-399 simulated 476,Kepler-399 simulated 476,1.89,0.9,7
2614,Kepler-399 simulated 0,Kepler-399 simulated 476,2.424384029974369,0.9,7
2615,Kepler-399 simulated 1,Kepler-399 simulated 476,4.0,0.9,7
2616,Kepler-399 simulated 2,Kepler-399 simulated 476,4.0,0.9,7
2617,Kepler-399 simulated 3,Kepler-399 simulated 476,4.0,0.9,7
2618,Kepler-192 simulated 477,Kepler-192 simulated 477,2.74,0.94,7
2619,Kepler-192 simulated 477,Kepler-192 simulated 477,2.79,0.94,7
2620,Kepler-192 simulated 477,Kepler-192 simulated 477,1.02,0.94,7
2621,Kepler-192 simulated 0,Kepler-192 simulated 477,1.6650439350205077,0.94,7
2622,Kepler-192 simulated 1,Kepler-192 simulated 477,0.8420441114773375,0.94,7
